site,country,largest_distance,best months for XC,num of all flights,num of 200k flights,num of 100k flights,num of 50k flights,num of 20k flights,XContest days per month,Xconotest days per year,link to XContest,longitude,latitude
L'Aquila,Italy,21.19 km,Dec Aug Jul Feb May Nov,31,0,0,0,1,Dec:0 Nov:0 Feb:0 Jul:0 Mar:0 Oct:0 Aug:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.23997%2045.00428&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.23997,45.00428
Col Visentin,Italy,163.99 km,Dec,31,0,2,5,9,Dec:0 Jan:0 May:0 Jul:0 Oct:0 Apr:0 Mar:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.280433%2046.04845&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.280433,46.04845
Tschiernock,Austria,51.58 km,Aug May Apr,31,0,0,2,11,Jun:0 Sep:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.55228%2046.85855&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.55228,46.85855
Schartnerkogel,Austria,5.84 km,Mar Aug Jul May Oct Feb Jan Apr Jun Sep Nov Dec,31,0,0,0,0,Mar:0 Aug:0 Jul:0 May:0 Feb:0 Apr:0 Oct:0 Jun:0 Dec:0 Nov:0 Jan:0 Sep:0,7,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.30507%2047.1976&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.30507,47.1976
Giggijoch,Austria,138.08 km,Feb,31,0,2,4,6,Feb:1 Mar:0 Apr:0 Aug:0 Jan:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.9772%2046.9793&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.9772,46.9793
Tostel,Switzerland,62.57 km,May Jun,30,0,0,4,13,Jun:0 May:0 Jul:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.928903%2047.156835&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.928903,47.156835
Alp da Schlans,Switzerland,209.33 km,May,30,1,11,16,20,May:0 Dec:0 Jun:0 Jul:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.98742%2046.77487&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.98742,46.77487
Meran 2000,Italy,48.35 km,Nov Oct Dec Mar Jan Jul Feb Sep,30,0,0,0,21,Oct:0 Nov:0 Dec:0 Mar:0 Jan:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2678%2046.69152&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2678,46.69152
Geige,Italy,117.14 km,Oct Sep,30,0,3,8,15,Oct:0 Sep:0 Dec:0 Jan:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.9987%2046.84115&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.9987,46.84115
Aussois,France,53.6 km,Jan Jul Feb Dec Jun Nov Mar Aug Sep,30,0,0,1,13,Jan:0 Feb:0 Dec:0 Jul:0 Mar:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.736983%2045.254183&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.736983,45.254183
Feldis Mutta,Switzerland,32.05 km,Feb Jan,29,0,0,0,4,Feb:0 Jan:0 Nov:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.45375%2046.79785&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.45375,46.79785
Pointe Bellevue,Switzerland,162.93 km,Apr Jul Jun May Aug Oct Nov,29,0,2,3,11,Apr:0 May:0 Aug:0 Jul:0 Jun:0 Oct:0 Nov:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.904067%2046.249733&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.904067,46.249733
Vitranc,Slovenia,179.96 km,Jul Jun Aug May,29,0,3,12,21,Jun:0 Aug:0 Jul:0 May:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.761767%2046.476617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.761767,46.476617
Hollar,Italy,9.05 km,Feb Dec Nov Apr Jul,29,0,0,0,0,Sep:0 Jun:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.3811%2046.6433&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.3811,46.6433
Tomba,Italy,57.34 km,Mar,29,0,0,2,18,Mar:1 Apr:0 Nov:0 Jun:0 Sep:0 Feb:0 Jan:0 Jul:0 Dec:0 Oct:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.87673%2045.8778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.87673,45.8778
Rossfeld,Germany,83.63 km,May Apr Nov Aug Mar Jun Dec Sep Jan Oct,29,0,0,2,7,Nov:0 Jun:0 Aug:0 Dec:0 Mar:0 May:0 Oct:0 Sep:0 Apr:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.09463%2047.62752&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.09463,47.62752
Alpspitze,Germany,23.29 km,Jun May Mar Jan Jul Dec Apr,29,0,0,0,1,Aug:0 Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.5084%2047.5973&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.5084,47.5973
Métabief,France,75.79 km,Jul Aug Jun Sep May,29,0,0,1,8,Jul:1 Aug:0 Jun:0 Sep:0 May:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.35718%2046.76045&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.35718,46.76045
Grand Ratz,France,155.7 km,Aug Jul Jun Oct Sep Mar Apr May,29,0,1,1,4,Oct:0 Aug:0 Jul:0 Sep:0 Jun:0 Mar:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.63592%2045.3266&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.63592,45.3266
Le Mont d'Or,France,141.05 km,Jun May Aug Sep Jul Nov,29,0,1,3,6,Jun:0 Aug:0 May:0 Jul:0 Nov:0,5,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.357277%2046.730052&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.357277,46.730052
Rossfeld,Austria,83.63 km,May Apr Nov Aug Mar Jun Dec Sep Jan Oct,29,0,0,2,7,Nov:0 Jun:0 Aug:0 Dec:0 Mar:0 May:0 Oct:0 Sep:0 Apr:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.09505%2047.62735&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.09505,47.62735
Premhub,Austria,33.52 km,Apr,29,0,0,0,6,Apr:0 May:0 Mar:0 Jul:0 Feb:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.75627%2047.84935&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.75627,47.84935
Stubeck,Austria,32.81 km,Aug Oct,29,0,0,0,5,Oct:0 Aug:0 Dec:0 Nov:0 Sep:0 Jul:0 May:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.53592%2046.99297&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.53592,46.99297
Größenberg,Austria,15.33 km,Oct Nov Sep Jul Dec Aug Feb,29,0,0,0,0,Oct:1 Nov:0 Sep:0 Dec:0 Jul:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.79158%2047.08077&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.79158,47.08077
Heimchueweid,Switzerland,164.14 km,Apr,28,0,4,17,25,Apr:1 May:0 Jun:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.35858%2046.56175&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.35858,46.56175
Ramslauenen,Switzerland,13.57 km,Sep Dec Jan Jun May Aug Feb Oct,28,0,0,0,0,Sep:0 Jan:0 Aug:0 Jun:0 Dec:0 May:0 Feb:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.7083%2046.5805&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.7083,46.5805
Monte Duron,Italy,70.95 km,Jun Oct May Sep Jul Apr Feb Mar,28,0,0,1,5,Jun:0 Sep:0 May:0 Oct:0 Apr:0 Jul:0 Mar:0,8,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.98792%2046.44463&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.98792,46.44463
Rafreit,Italy,44.17 km,Apr,28,0,0,0,17,Apr:0 Oct:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.68027%2046.64825&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.68027,46.64825
Bozel,France,46.04 km,Aug Jul Sep Jun,28,0,0,0,11,Jul:0 Aug:0 Sep:0 Jun:0 Oct:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.63942%2045.48505&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.63942,45.48505
Hochserner,Austria,42.35 km,Apr May Mar Jul Jun Aug Feb Sep,28,0,0,0,8,Apr:1 May:0 Mar:0 Jul:0 Sep:0 Jun:0 Feb:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.28842%2047.88758&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.28842,47.88758
Gumpeneck,Austria,27.17 km,Jul Jun Nov May Aug Apr Oct Sep,28,0,0,0,3,Jul:0 Nov:0 Jun:0 May:0 Aug:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.0149%2047.39748&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.0149,47.39748
Allalin,Switzerland,39.05 km,Oct Sep Aug,27,0,0,0,3,Sep:0 Aug:0 Oct:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.8941%2046.04568&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.8941,46.04568
Anveuda,Switzerland,23.05 km,Mar May Apr Jul Oct,27,0,0,1,6,Apr:0 Jul:0 May:0 Mar:0 Oct:0 Sep:0 Nov:0 Aug:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.91062%2046.5413&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.91062,46.5413
Fringeli,Switzerland,22.38 km,Apr Aug Mar Sep Jul,27,0,0,0,2,Mar:0 Apr:0 Aug:0 Jul:0 May:0 Sep:0 Jun:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.47692%2047.3719&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.47692,47.3719
Lagalb,Switzerland,155.21 km,Mar Apr Dec Jan May Feb Oct,27,0,5,8,11,Mar:0 Dec:0 Apr:0 May:0 Oct:0 Nov:0 Feb:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.02373%2046.43123&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.02373,46.43123
Alp Dado,Switzerland,153.47 km,Aug Jun,27,0,12,21,25,Jun:0 Aug:0 May:0 Dec:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.0352%2046.78177&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.0352,46.78177
Monte Amariana,Italy,18.33 km,Dec May Aug,27,0,0,0,0,Dec:0 Aug:0 Jul:0 May:0 Apr:0 Feb:0 Oct:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.08583%2046.39982&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.08583,46.39982
Rosenkogel,Austria,41.87 km,Oct,27,0,0,0,1,Oct:1 Nov:0 Sep:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.55202%2047.29695&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.55202,47.29695
Wetterkreuz ...,Austria,30.65 km,Dec Jan,27,0,0,0,1,Apr:0 Jul:0 Aug:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.9444%2047.2136&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.9444,47.2136
Pichlberg,Austria,29.49 km,Apr Jul May,27,0,0,0,5,Apr:0 May:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.84033%2047.27212&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.84033,47.27212
Gaisberg Kir...,Austria,103.69 km,May,27,0,1,6,15,May:1 Jun:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.30038%2047.43425&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.30038,47.43425
Breithorn,Switzerland,93.35 km,Aug,26,0,0,1,6,Aug:0 Sep:0 Oct:0 Jul:0 Jun:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.1312%2046.35503&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.1312,46.35503
Pless,Switzerland,7.56 km,Aug Mar Jul Jun Dec May Apr Oct Jan Sep,26,0,0,0,0,Aug:0 Mar:0 Jul:0 Jun:0 Dec:0 May:0 Sep:0 Jan:0 Oct:0 Apr:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.13435%2047.27335&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.13435,47.27335
Pian di Pason,Switzerland,15.96 km,Jul Oct Nov Aug Dec Jun Sep May Jan Feb,26,0,0,0,0,Jul:0 Aug:0 Nov:0 Jun:0 Sep:0 Dec:0 Oct:0 Feb:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.17282%2046.33702&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.17282,46.33702
San Bartolomeo,Italy,8.01 km,Dec Oct May Sep Aug Jan Mar Nov,26,0,0,0,1,Dec:0 Nov:0 May:0 Jul:0 Oct:0 Jun:0 Sep:0 Feb:0 Jan:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.3913%2046.19065&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.3913,46.19065
Hirschberg,Germany,99.07 km,Sep Jun May Nov Mar Dec Apr Aug Feb Jan,26,0,0,3,4,Jun:0 May:0 Sep:0 Aug:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.7048%2047.6617&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.7048,47.6617
Zinken,Germany,20.76 km,Jul Aug May Jun,26,0,0,0,1,Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.0898%2047.64893&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.0898,47.64893
Saint Pierre...,France,54.78 km,Sep Jun Mar Apr Jul,26,0,0,1,4,Sep:0 Mar:0 Jun:0 Apr:0 Feb:0 Aug:0 Jul:0 Oct:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.3789%2045.1223&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.3789,45.1223
Rennfeld,Austria,28.94 km,Aug Jul May Nov Jun Dec Oct Apr Jan Mar,26,0,0,1,3,Jul:0 May:0 Aug:0 Jun:0 Apr:0 Nov:0 Jan:0 Mar:0 Dec:0 Oct:0 Sep:0,4,https://www.xcontest.org/world/en/flights-search/?filter[point]=15.35995%2047.40342&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,15.35995,47.40342
Zinken,Austria,20.76 km,Jul Aug May Jun,26,0,0,0,1,Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.08862%2047.64948&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.08862,47.64948
Schönberg,Austria,114.05 km,Apr Mar Nov,26,0,1,1,2,Nov:0 Apr:0 Mar:0 Oct:0 Feb:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.36188%2047.18848&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.36188,47.18848
Alp Nagens,Switzerland,407.71 km,Aug Sep Jul Oct Apr,25,7,12,17,22,Aug:1 Sep:0 Jul:0 Jun:0 Mar:0 Dec:0 Oct:0 Apr:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.2307%2046.86128&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.2307,46.86128
Calmut,Switzerland,269.77 km,Jun May Aug Oct Jul Apr Feb Nov,25,1,2,10,17,Jun:0 Aug:0 Oct:0 May:0 Jul:0 Nov:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.683687%2046.659283&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.683687,46.659283
Bullet,Switzerland,174.38 km,Apr May,25,0,1,4,11,Apr:0 Jun:0 Mar:0 Jul:0 Nov:0 Aug:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.56242%2046.83038&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.56242,46.83038
Unter Margli,Switzerland,149.84 km,Jun May,25,0,1,1,5,Jun:1 May:0 Sep:0 Feb:0 Mar:0 Nov:0 Oct:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.39877%2047.14715&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.39877,47.14715
Monte di Muris,Italy,62.73 km,Apr,25,0,0,2,4,Apr:0 Jul:0 Mar:0 Feb:0 Jun:0 Sep:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.996033%2046.193583&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.996033,46.193583
,Austria,57.32 km,Apr Jan Nov Mar Aug,25,0,0,3,7,Apr:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.8715%2047.379&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.8715,47.379
Gamsfeld,Austria,47.12 km,Oct Nov Sep Aug Dec May Jan,25,0,0,0,3,Oct:0 Nov:0 Aug:0 Sep:0 May:0 Dec:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.47708%2047.62123&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.47708,47.62123
Karwendelspitze,Austria,151.45 km,Aug Sep Jul Oct Apr,25,0,6,15,19,Sep:0 Oct:0 Apr:0 Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.29698%2047.42813&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.29698,47.42813
Alvier,Switzerland,40.8 km,Sep Aug Jul May Oct Jun Jan,24,0,0,0,3,Sep:0 Jul:0 Aug:0 Jun:0 Oct:0 May:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=9.414617%2047.1099&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,9.414617,47.1099
Käserei Sch...,Switzerland,2.15 km,Dec Mar Feb Nov Aug Jan Jun,24,0,0,0,0,Nov:0 Dec:0 Mar:0 Jan:0 Jun:0 Feb:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.59868%2046.97177&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.59868,46.97177
Trutä,Switzerland,106.96 km,May Aug,24,0,1,3,4,May:0 Aug:0 Jun:0 Jul:0 Apr:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.640633%2046.558933&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.640633,46.558933
Zavrh,Slovenia,66.84 km,Jul Mar Aug May Jun Apr Oct Sep,24,0,0,4,17,Aug:0 Jul:0 Apr:0 Mar:0 Jun:0 May:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.3507%2045.9075&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.3507,45.9075
Sauris,Italy,28.49 km,Nov Feb Sep Mar,24,0,0,0,3,Feb:0 Mar:0 Nov:0 Dec:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.68842%2046.47722&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.68842,46.47722
Visolo,Italy,104.98 km,Aug,24,0,1,4,6,Aug:0 Oct:0 Jan:0 Sep:0 Mar:0 Feb:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.076083%2045.9497&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.076083,45.9497
Altenstadt,Germany,85.33 km,Apr Sep Aug Jun May Dec Nov,24,0,0,4,7,Oct:0 Nov:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.8633%2047.8356&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.8633,47.8356
Karwendelspitz,Germany,157.1 km,Aug Apr Jul Sep Jun Nov,24,0,6,15,19,Oct:0 Apr:0 Jul:0 Sep:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.2926%2047.4227&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.2926,47.4227
Rechenberg,Germany,116.11 km,Apr Jun Mar Jul Sep May Oct,24,0,1,5,6,Jun:0 Jul:0 May:0 Apr:0 Mar:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=12.503%2047.7233&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,12.503,47.7233
Beaurevers,France,42.24 km,Feb,24,0,0,0,6,Feb:1 Mar:0 Jan:0 Dec:0 Nov:0 Oct:0 May:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.33003%2045.37137&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.33003,45.37137
Admonter Haus,Austria,26.01 km,Nov Oct,24,0,0,1,3,Oct:0 Sep:0 Nov:0 May:0 Dec:0 Aug:0 Jul:0 Feb:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.4907%2047.63122&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.4907,47.63122
Sonnwendjoch,Austria,24.95 km,Sep,24,0,0,1,3,Sep:0 Apr:0 Dec:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.7989%2047.4445&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.7989,47.4445
Mittagskogel,Austria,18.11 km,Nov Oct Sep Feb,24,0,0,1,3,Oct:0 Sep:0 Nov:0 May:0 Dec:0 Aug:0 Jul:0 Feb:0 Jun:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.48953%2047.6341&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.48953,47.6341
Piansgèra,Switzerland,4.74 km,Nov Oct Dec,23,0,0,0,0,Nov:1 Oct:0 Dec:0 Jan:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.99182%2046.35698&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.99182,46.35698
Porera,Switzerland,20.69 km,Dec,23,0,0,0,1,Dec:1 Nov:0 Mar:0 Feb:0 Jan:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=8.70795%2046.146667&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,8.70795,46.146667
La Barillette,Switzerland,189.76 km,Jun May,23,0,4,10,17,May:0 Jun:0 Aug:0 Jul:0 Apr:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=6.13173%2046.43275&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,6.13173,46.43275
Rothornhütte,Switzerland,165.85 km,Aug Sep,23,0,2,3,4,Sep:1 Aug:1 Jul:0 Oct:0,0,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.69935%2046.04872&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.69935,46.04872
Rifugio Fronza,Italy,47.33 km,Sep Oct,23,0,0,0,11,Oct:0 Sep:0 Aug:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=11.61437%2046.44268&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,11.61437,46.44268
Riposa,Italy,27.01 km,Dec Jun Mar,23,0,0,0,4,Jun:0 Dec:0 Mar:0 May:0 Oct:0 Aug:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.08192%2045.1778&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.08192,45.1778
Lesches-en-D...,France,194.61 km,Aug Mar Jun Sep Apr Feb Jul May,23,0,4,7,12,Mar:0 Aug:0 Jun:0 Apr:0 May:0 Jul:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=5.54297%2044.60862&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,5.54297,44.60862
Stadelstein,Austria,6.51 km,Jul Feb Aug Sep Oct Nov Jan Jun Dec,23,0,0,0,2,May:0 Dec:0 Mar:0 Feb:0 Jul:0 Jun:0 Aug:0 Jan:0 Nov:0 Oct:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.85383%2047.48922&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.85383,47.48922
Mitterberg,Austria,59.43 km,Aug Mar May Jul Sep Oct Feb,23,0,0,3,9,Aug:0 May:0 Mar:0 Jul:0 Sep:0 Feb:0 Oct:0,3,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.74975%2047.1233&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.74975,47.1233
Hoher Sarstein,Austria,46.76 km,Oct,23,0,0,0,2,Oct:0 Sep:0 Aug:0 Jun:0 Nov:0 Jul:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.69737%2047.60172&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.69737,47.60172
Flugplatz Gm...,Austria,355.67 km,Jul Jun May Aug Sep Oct Apr,23,1,15,21,23,Jun:0 Jul:0 May:0 Aug:0 Oct:0 Apr:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.86627%2047.95192&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.86627,47.95192
Speikkogel,Austria,28.31 km,Jul May Mar Aug Jun Sep,23,0,0,0,2,May:0 Dec:0 Mar:0 Feb:0 Jul:0 Jun:0 Aug:0 Jan:0 Nov:0 Oct:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=14.85327%2047.48602&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,14.85327,47.48602
Gmunden,Austria,155.88 km,Apr,23,1,15,21,23,Jun:0 Jul:0 May:0 Aug:0 Oct:0 Apr:0 Sep:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=13.8726%2047.9524&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,13.8726,47.9524
Alp Spadla,Switzerland,46.93 km,May,22,0,4,4,15,May:0 Nov:0 Apr:0 Dec:0 Oct:0,1,https://www.xcontest.org/world/en/flights-search/?filter[point]=10.30772%2046.83825&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,10.30772,46.83825
La Pleuve,Switzerland,135.5 km,May Jun Apr Mar,22,0,5,9,15,May:0 Jun:0 Apr:0 Mar:0,2,https://www.xcontest.org/world/en/flights-search/?filter[point]=7.05183%2046.56082&list[sort]=pts&list[dir]=down&filter[radius]=1000&list[num]=100,7.05183,46.56082
